Ref_Date,GEO,FORCE,NORTH,Vector,Coordinate,Value
2011/08,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,777.0
2011/09,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,758.7
2011/10,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,758.0
2011/11,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,756.8
2011/12,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,759.2
2012/01,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,754.7
2012/02,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,756.9
2012/03,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,771.2
2012/04,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,763.1
2012/05,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,757.0
2012/06,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,749.4
2012/07,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,758.5
2012/08,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,756.5
2012/09,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,762.8
2012/10,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,758.2
2012/11,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,756.1
2012/12,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,752.9
2013/01,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,750.4
2013/02,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,753.5
2013/03,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,758.9
2013/04,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,748.7
2013/05,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,758.4
2013/06,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,760.4
2013/07,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,745.4
2013/08,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,761.0
2013/09,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,763.5
2013/10,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,766.7
2013/11,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,762.3
2013/12,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,763.9
2014/01,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,767.0
2014/02,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,765.6
2014/03,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,757.3
2014/04,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,765.4
2014/05,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,773.9
2014/06,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,751.7
2014/07,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,754.3
2014/08,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,752.0
2014/09,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,736.3
2014/10,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,747.3
2014/11,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,759.7
2014/12,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,760.1
2015/01,Canada,Employment,"Information, culture and recreation (x 1,000)",v13682088,1.2.16,761.0
1987/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,718.3
1987/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,714.5
1987/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,726.6
1987/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,728.6
1987/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,725.6
1987/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,713.8
1987/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,705.5
1987/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,697.2
1987/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,714.7
1987/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,709.7
1987/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,715.6
1987/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,731.4
1988/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,725.8
1988/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,735.7
1988/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,727.4
1988/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,727.6
1988/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,722.0
1988/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,708.3
1988/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,722.5
1988/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,726.0
1988/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,730.8
1988/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,739.2
1988/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,741.4
1988/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,737.9
1989/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,737.4
1989/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,736.2
1989/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,751.6
1989/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,741.3
1989/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,738.7
1989/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,745.0
1989/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,750.8
1989/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,745.6
1989/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,752.0
1989/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,761.1
1989/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,760.4
1989/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,758.0
1990/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,775.1
1990/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,779.5
1990/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,779.7
1990/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,786.9
1990/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,784.8
1990/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,790.5
1990/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,794.5
1990/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,774.5
1990/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,763.1
1990/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,753.4
1990/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,751.5
1990/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,747.6
1991/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,731.9
1991/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,746.3
1991/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,747.6
1991/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,746.9
1991/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,756.2
1991/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,758.3
1991/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,756.9
1991/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,768.6
1991/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,767.6
1991/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,773.3
1991/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,774.5
1991/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,777.1
1992/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,774.2
1992/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,772.4
1992/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,771.6
1992/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,772.8
1992/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,773.1
1992/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,766.3
1992/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,767.9
1992/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,757.8
1992/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,771.5
1992/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,775.6
1992/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,766.3
1992/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,764.7
1993/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,764.4
1993/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,766.0
1993/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,770.2
1993/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,764.7
1993/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,766.8
1993/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,768.6
1993/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,763.8
1993/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,777.3
1993/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,782.2
1993/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,777.3
1993/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,779.4
1993/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,784.5
1994/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,807.6
1994/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,804.2
1994/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,789.2
1994/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,773.5
1994/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,784.2
1994/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,793.2
1994/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,803.3
1994/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,801.6
1994/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,803.2
1994/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,802.1
1994/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,815.6
1994/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,808.5
1995/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,804.3
1995/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,797.5
1995/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,802.5
1995/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,802.5
1995/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,809.7
1995/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,817.1
1995/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,818.6
1995/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,819.9
1995/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,826.4
1995/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,831.8
1995/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,831.0
1995/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,824.5
1996/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,833.9
1996/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,847.2
1996/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,847.0
1996/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,853.7
1996/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,852.9
1996/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,849.5
1996/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,857.1
1996/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,857.3
1996/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,843.2
1996/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,845.6
1996/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,830.2
1996/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,842.8
1997/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,846.6
1997/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,846.2
1997/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,848.5
1997/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,844.9
1997/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,855.9
1997/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,872.0
1997/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,859.6
1997/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,865.7
1997/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,869.7
1997/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,886.7
1997/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,897.9
1997/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,898.5
1998/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,902.5
1998/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,901.2
1998/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,911.5
1998/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,909.6
1998/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,892.4
1998/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,910.2
1998/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,916.0
1998/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,915.0
1998/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,917.1
1998/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,904.3
1998/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,912.3
1998/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,902.8
1999/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,903.4
1999/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,896.2
1999/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,897.2
1999/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,904.1
1999/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,903.5
1999/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,902.9
1999/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,907.3
1999/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,915.8
1999/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,927.5
1999/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,930.0
1999/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,936.8
1999/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,941.8
2000/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,943.9
2000/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,951.9
2000/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,945.8
2000/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,946.7
2000/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,953.0
2000/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,953.3
2000/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,945.4
2000/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,920.9
2000/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,935.4
2000/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,926.9
2000/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,929.6
2000/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,938.8
2001/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,941.0
2001/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,935.6
2001/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,940.9
2001/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,937.5
2001/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,938.5
2001/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,944.8
2001/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,967.2
2001/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,958.1
2001/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,943.2
2001/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,968.6
2001/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,963.8
2001/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,969.5
2002/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,991.3
2002/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,982.1
2002/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,978.1
2002/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,981.9
2002/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,984.3
2002/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,988.5
2002/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,978.5
2002/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,978.5
2002/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,982.7
2002/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,987.7
2002/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,991.0
2002/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,992.4
2003/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,990.8
2003/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,999.6
2003/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1019.4
2003/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1000.6
2003/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1000.4
2003/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,996.7
2003/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1003.9
2003/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1007.3
2003/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1005.1
2003/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,995.9
2003/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1003.0
2003/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,992.4
2004/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,987.9
2004/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1004.0
2004/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1015.9
2004/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1016.1
2004/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1011.2
2004/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1008.1
2004/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1010.1
2004/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1005.4
2004/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1001.4
2004/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1013.9
2004/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1003.3
2004/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1019.2
2005/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1024.7
2005/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1005.6
2005/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,991.2
2005/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,996.8
2005/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,987.3
2005/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,994.7
2005/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,998.9
2005/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,996.9
2005/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,984.3
2005/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,999.6
2005/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1027.3
2005/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1018.2
2006/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1007.3
2006/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1002.4
2006/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,992.3
2006/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,997.2
2006/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1004.0
2006/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1017.3
2006/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1017.0
2006/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1023.5
2006/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1030.7
2006/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1044.2
2006/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1043.8
2006/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1053.8
2007/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1067.1
2007/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1065.4
2007/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1079.9
2007/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1076.4
2007/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1076.4
2007/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1078.1
2007/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1079.9
2007/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1080.8
2007/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1081.1
2007/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1075.8
2007/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1079.3
2007/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1063.9
2008/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1050.8
2008/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1059.6
2008/03,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1072.4
2008/04,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1089.1
2008/05,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1095.3
2008/06,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1091.7
2008/07,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1082.0
2008/08,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1092.7
2008/09,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1111.9
2008/10,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1107.1
2008/11,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1098.9
2008/12,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1097.0
2009/01,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1100.0
2009/02,Canada,Employment,"Accommodation and food services (x 1,000)",v13682089,1.2.17,1108.4
