Ref_Date,GEOGRAPHY,JOBTENURE,INDUSTRY,SEX,Value
2013/03,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,783.3
2013/04,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,772.5
2013/05,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,791.2
2013/06,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,803.2
2013/07,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,821.9
2013/08,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,808.3
2013/09,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,788.7
2013/10,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,798.9
2013/11,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,804.0
2013/12,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,793.4
2014/01,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,785.4
2014/02,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,790.8
2014/03,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,800.5
2014/04,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,798.7
2014/05,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,802.8
2014/06,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,823.7
2014/07,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,819.1
2014/08,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,816.0
2014/09,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,792.2
2014/10,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,776.3
2014/11,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,777.2
2014/12,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,758.1
2015/01,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,755.9
2010/01,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,899.6
2010/02,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,908.9
2010/03,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,920.1
2010/04,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,915.1
2010/05,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,935.3
2010/06,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,947.2
2010/07,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,962.2
2010/08,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,945.9
2010/09,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,916.9
2010/10,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,900.7
2010/11,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,896.9
2010/12,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,897.7
2011/01,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,900.6
2011/02,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,903.2
2011/03,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,904.9
2011/04,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,914.7
2011/05,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,937.4
2011/06,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,950.1
2011/07,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,957.5
2011/08,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,947.5
2011/09,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,919.7
2011/10,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,910.6
2011/11,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,904.5
2011/12,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,894.0
2012/01,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,889.0
2012/02,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,892.6
2012/03,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,906.0
2012/04,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,911.8
2012/05,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,940.2
2012/06,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,960.4
2012/07,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,953.1
2012/08,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,953.3
2012/09,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,917.2
2012/10,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,914.6
2012/11,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,924.4
2012/12,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,928.6
2013/01,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,926.9
2013/02,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,933.6
2013/03,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,922.1
2013/04,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,919.4
2013/05,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,943.3
2013/06,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,943.7
2013/07,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,946.0
2013/08,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,935.4
2013/09,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,893.3
2013/10,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,886.2
2013/11,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,884.3
2013/12,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,892.4
2014/01,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,886.8
2014/02,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,884.0
2014/03,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,885.6
2014/04,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,887.8
2014/05,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,923.6
2014/06,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,939.2
2014/07,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,956.7
2014/08,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,957.2
2014/09,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,919.8
2014/10,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,899.2
2014/11,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,896.3
2014/12,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,892.3
2015/01,Canada,"Total employed, all months (x 1,000)",Public administration,Both sexes,883.7
2010/01,Canada,Average tenure (months),Agriculture,Both sexes,228.8
2010/02,Canada,Average tenure (months),Agriculture,Both sexes,220.6
2010/03,Canada,Average tenure (months),Agriculture,Both sexes,225.7
2010/04,Canada,Average tenure (months),Agriculture,Both sexes,217.1
2010/05,Canada,Average tenure (months),Agriculture,Both sexes,205.1
2010/06,Canada,Average tenure (months),Agriculture,Both sexes,196.7
2010/07,Canada,Average tenure (months),Agriculture,Both sexes,187.1
2010/08,Canada,Average tenure (months),Agriculture,Both sexes,191.9
2010/09,Canada,Average tenure (months),Agriculture,Both sexes,203.6
2010/10,Canada,Average tenure (months),Agriculture,Both sexes,200.6
2010/11,Canada,Average tenure (months),Agriculture,Both sexes,209.9
2010/12,Canada,Average tenure (months),Agriculture,Both sexes,213.7
2011/01,Canada,Average tenure (months),Agriculture,Both sexes,211.1
2011/02,Canada,Average tenure (months),Agriculture,Both sexes,215.8
2011/03,Canada,Average tenure (months),Agriculture,Both sexes,206.4
2011/04,Canada,Average tenure (months),Agriculture,Both sexes,205.6
2011/05,Canada,Average tenure (months),Agriculture,Both sexes,195.1
2011/06,Canada,Average tenure (months),Agriculture,Both sexes,192.0
2011/07,Canada,Average tenure (months),Agriculture,Both sexes,195.4
2011/08,Canada,Average tenure (months),Agriculture,Both sexes,198.8
2011/09,Canada,Average tenure (months),Agriculture,Both sexes,205.0
2011/10,Canada,Average tenure (months),Agriculture,Both sexes,210.6
2011/11,Canada,Average tenure (months),Agriculture,Both sexes,221.4
2011/12,Canada,Average tenure (months),Agriculture,Both sexes,226.1
2012/01,Canada,Average tenure (months),Agriculture,Both sexes,233.3
2012/02,Canada,Average tenure (months),Agriculture,Both sexes,231.6
2012/03,Canada,Average tenure (months),Agriculture,Both sexes,219.9
2012/04,Canada,Average tenure (months),Agriculture,Both sexes,213.2
2012/05,Canada,Average tenure (months),Agriculture,Both sexes,199.9
2012/06,Canada,Average tenure (months),Agriculture,Both sexes,200.8
2012/07,Canada,Average tenure (months),Agriculture,Both sexes,191.7
2012/08,Canada,Average tenure (months),Agriculture,Both sexes,190.5
2012/09,Canada,Average tenure (months),Agriculture,Both sexes,204.0
2012/10,Canada,Average tenure (months),Agriculture,Both sexes,208.6
2012/11,Canada,Average tenure (months),Agriculture,Both sexes,214.7
2012/12,Canada,Average tenure (months),Agriculture,Both sexes,209.1
2013/01,Canada,Average tenure (months),Agriculture,Both sexes,213.7
2013/02,Canada,Average tenure (months),Agriculture,Both sexes,215.2
2013/03,Canada,Average tenure (months),Agriculture,Both sexes,207.7
2013/04,Canada,Average tenure (months),Agriculture,Both sexes,206.6
2013/05,Canada,Average tenure (months),Agriculture,Both sexes,200.5
2013/06,Canada,Average tenure (months),Agriculture,Both sexes,196.4
2013/07,Canada,Average tenure (months),Agriculture,Both sexes,197.7
2013/08,Canada,Average tenure (months),Agriculture,Both sexes,206.3
2013/09,Canada,Average tenure (months),Agriculture,Both sexes,209.9
2013/10,Canada,Average tenure (months),Agriculture,Both sexes,203.5
2013/11,Canada,Average tenure (months),Agriculture,Both sexes,224.5
2013/12,Canada,Average tenure (months),Agriculture,Both sexes,226.2
2014/01,Canada,Average tenure (months),Agriculture,Both sexes,214.3
2014/02,Canada,Average tenure (months),Agriculture,Both sexes,209.6
2014/03,Canada,Average tenure (months),Agriculture,Both sexes,209.6
2014/04,Canada,Average tenure (months),Agriculture,Both sexes,212.0
2014/05,Canada,Average tenure (months),Agriculture,Both sexes,189.2
2014/06,Canada,Average tenure (months),Agriculture,Both sexes,194.4
2014/07,Canada,Average tenure (months),Agriculture,Both sexes,186.0
2014/08,Canada,Average tenure (months),Agriculture,Both sexes,190.0
2014/09,Canada,Average tenure (months),Agriculture,Both sexes,195.7
2014/10,Canada,Average tenure (months),Agriculture,Both sexes,205.5
2014/11,Canada,Average tenure (months),Agriculture,Both sexes,211.4
2014/12,Canada,Average tenure (months),Agriculture,Both sexes,205.0
2015/01,Canada,Average tenure (months),Agriculture,Both sexes,208.6
2010/01,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,96.4
2010/02,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.8
2010/03,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,96.9
2010/04,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,98.8
2010/05,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,97.9
2010/06,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,95.7
2010/07,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,96.8
2010/08,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,96.8
2010/09,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,98.6
2010/10,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,99.4
2010/11,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,97.5
2010/12,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.0
2011/01,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,94.1
2011/02,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.7
2011/03,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,92.2
2011/04,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.8
2011/05,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.9
2011/06,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.1
2011/07,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,86.4
2011/08,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.4
2011/09,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.3
2011/10,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,95.1
2011/11,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.2
2011/12,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.8
2012/01,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,84.4
2012/02,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,83.8
2012/03,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.2
2012/04,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.7
2012/05,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.3
2012/06,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,87.0
2012/07,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.2
2012/08,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,87.4
2012/09,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,89.4
2012/10,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.7
2012/11,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,89.9
2012/12,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.9
2013/01,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.8
2013/02,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,92.2
2013/03,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.0
2013/04,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.0
2013/05,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,89.3
2013/06,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.1
2013/07,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.1
2013/08,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.9
2013/09,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,89.3
2013/10,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,89.7
2013/11,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,86.7
2013/12,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.9
2014/01,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,95.1
2014/02,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,94.1
2014/03,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.7
2014/04,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,95.6
2014/05,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,95.7
2014/06,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.9
2014/07,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.4
2014/08,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,85.5
2014/09,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,88.9
2014/10,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,90.5
2014/11,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,91.1
2014/12,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,89.5
2015/01,Canada,Average tenure (months),"Forestry, fishing, mining, quarrying, oil and gas",Both sexes,93.9
2010/01,Canada,Average tenure (months),Utilities,Both sexes,148.1
2010/02,Canada,Average tenure (months),Utilities,Both sexes,153.4
2010/03,Canada,Average tenure (months),Utilities,Both sexes,158.4
2010/04,Canada,Average tenure (months),Utilities,Both sexes,158.2
2010/05,Canada,Average tenure (months),Utilities,Both sexes,151.3
2010/06,Canada,Average tenure (months),Utilities,Both sexes,149.2
2010/07,Canada,Average tenure (months),Utilities,Both sexes,157.4
2010/08,Canada,Average tenure (months),Utilities,Both sexes,153.1
2010/09,Canada,Average tenure (months),Utilities,Both sexes,161.8
2010/10,Canada,Average tenure (months),Utilities,Both sexes,163.3
2010/11,Canada,Average tenure (months),Utilities,Both sexes,161.9
2010/12,Canada,Average tenure (months),Utilities,Both sexes,161.3
2011/01,Canada,Average tenure (months),Utilities,Both sexes,158.9
2011/02,Canada,Average tenure (months),Utilities,Both sexes,149.3
2011/03,Canada,Average tenure (months),Utilities,Both sexes,153.7
2011/04,Canada,Average tenure (months),Utilities,Both sexes,147.2
2011/05,Canada,Average tenure (months),Utilities,Both sexes,140.5
2011/06,Canada,Average tenure (months),Utilities,Both sexes,138.9
2011/07,Canada,Average tenure (months),Utilities,Both sexes,136.6
2011/08,Canada,Average tenure (months),Utilities,Both sexes,142.8
2011/09,Canada,Average tenure (months),Utilities,Both sexes,144.6
2011/10,Canada,Average tenure (months),Utilities,Both sexes,141.2
2011/11,Canada,Average tenure (months),Utilities,Both sexes,147.4
2011/12,Canada,Average tenure (months),Utilities,Both sexes,157.3
2012/01,Canada,Average tenure (months),Utilities,Both sexes,164.0
2012/02,Canada,Average tenure (months),Utilities,Both sexes,157.8
2012/03,Canada,Average tenure (months),Utilities,Both sexes,151.5
2012/04,Canada,Average tenure (months),Utilities,Both sexes,150.2
2012/05,Canada,Average tenure (months),Utilities,Both sexes,146.7
2012/06,Canada,Average tenure (months),Utilities,Both sexes,141.9
2012/07,Canada,Average tenure (months),Utilities,Both sexes,145.2
2012/08,Canada,Average tenure (months),Utilities,Both sexes,150.4
2012/09,Canada,Average tenure (months),Utilities,Both sexes,155.6
2012/10,Canada,Average tenure (months),Utilities,Both sexes,157.5
2012/11,Canada,Average tenure (months),Utilities,Both sexes,145.8
2012/12,Canada,Average tenure (months),Utilities,Both sexes,145.9
2013/01,Canada,Average tenure (months),Utilities,Both sexes,148.8
2013/02,Canada,Average tenure (months),Utilities,Both sexes,141.3
2013/03,Canada,Average tenure (months),Utilities,Both sexes,147.7
2013/04,Canada,Average tenure (months),Utilities,Both sexes,140.0
2013/05,Canada,Average tenure (months),Utilities,Both sexes,154.3
2013/06,Canada,Average tenure (months),Utilities,Both sexes,144.2
2013/07,Canada,Average tenure (months),Utilities,Both sexes,150.3
2013/08,Canada,Average tenure (months),Utilities,Both sexes,154.7
2013/09,Canada,Average tenure (months),Utilities,Both sexes,149.8
2013/10,Canada,Average tenure (months),Utilities,Both sexes,155.2
2013/11,Canada,Average tenure (months),Utilities,Both sexes,147.9
2013/12,Canada,Average tenure (months),Utilities,Both sexes,155.3
2014/01,Canada,Average tenure (months),Utilities,Both sexes,147.0
2014/02,Canada,Average tenure (months),Utilities,Both sexes,149.1
2014/03,Canada,Average tenure (months),Utilities,Both sexes,147.6
2014/04,Canada,Average tenure (months),Utilities,Both sexes,152.8
2014/05,Canada,Average tenure (months),Utilities,Both sexes,149.4
2014/06,Canada,Average tenure (months),Utilities,Both sexes,143.4
2014/07,Canada,Average tenure (months),Utilities,Both sexes,140.0
2014/08,Canada,Average tenure (months),Utilities,Both sexes,142.0
2014/09,Canada,Average tenure (months),Utilities,Both sexes,152.1
2014/10,Canada,Average tenure (months),Utilities,Both sexes,149.2
2014/11,Canada,Average tenure (months),Utilities,Both sexes,154.1
2014/12,Canada,Average tenure (months),Utilities,Both sexes,156.7
2015/01,Canada,Average tenure (months),Utilities,Both sexes,161.3
2010/01,Canada,Average tenure (months),Construction,Both sexes,96.0
2010/02,Canada,Average tenure (months),Construction,Both sexes,95.9
2010/03,Canada,Average tenure (months),Construction,Both sexes,94.2
2010/04,Canada,Average tenure (months),Construction,Both sexes,93.5
2010/05,Canada,Average tenure (months),Construction,Both sexes,89.5
2010/06,Canada,Average tenure (months),Construction,Both sexes,86.2
2010/07,Canada,Average tenure (months),Construction,Both sexes,85.0
2010/08,Canada,Average tenure (months),Construction,Both sexes,87.9
2010/09,Canada,Average tenure (months),Construction,Both sexes,91.0
2010/10,Canada,Average tenure (months),Construction,Both sexes,90.0
2010/11,Canada,Average tenure (months),Construction,Both sexes,92.1
2010/12,Canada,Average tenure (months),Construction,Both sexes,95.4
2011/01,Canada,Average tenure (months),Construction,Both sexes,99.5
2011/02,Canada,Average tenure (months),Construction,Both sexes,95.9
2011/03,Canada,Average tenure (months),Construction,Both sexes,96.0
2011/04,Canada,Average tenure (months),Construction,Both sexes,93.6
2011/05,Canada,Average tenure (months),Construction,Both sexes,88.7
2011/06,Canada,Average tenure (months),Construction,Both sexes,88.9
2011/07,Canada,Average tenure (months),Construction,Both sexes,83.5
2011/08,Canada,Average tenure (months),Construction,Both sexes,85.6
2011/09,Canada,Average tenure (months),Construction,Both sexes,87.4
2011/10,Canada,Average tenure (months),Construction,Both sexes,89.1
2011/11,Canada,Average tenure (months),Construction,Both sexes,89.8
2011/12,Canada,Average tenure (months),Construction,Both sexes,92.0
2012/01,Canada,Average tenure (months),Construction,Both sexes,93.6
2012/02,Canada,Average tenure (months),Construction,Both sexes,90.3
2012/03,Canada,Average tenure (months),Construction,Both sexes,90.0
2012/04,Canada,Average tenure (months),Construction,Both sexes,89.2
2012/05,Canada,Average tenure (months),Construction,Both sexes,85.1
2012/06,Canada,Average tenure (months),Construction,Both sexes,83.6
2012/07,Canada,Average tenure (months),Construction,Both sexes,82.3
2012/08,Canada,Average tenure (months),Construction,Both sexes,82.8
2012/09,Canada,Average tenure (months),Construction,Both sexes,87.1
2012/10,Canada,Average tenure (months),Construction,Both sexes,87.9
2012/11,Canada,Average tenure (months),Construction,Both sexes,90.5
2012/12,Canada,Average tenure (months),Construction,Both sexes,92.3
2013/01,Canada,Average tenure (months),Construction,Both sexes,94.8
2013/02,Canada,Average tenure (months),Construction,Both sexes,92.5
2013/03,Canada,Average tenure (months),Construction,Both sexes,91.8
2013/04,Canada,Average tenure (months),Construction,Both sexes,91.2
2013/05,Canada,Average tenure (months),Construction,Both sexes,87.8
2013/06,Canada,Average tenure (months),Construction,Both sexes,85.5
2013/07,Canada,Average tenure (months),Construction,Both sexes,85.7
2013/08,Canada,Average tenure (months),Construction,Both sexes,85.0
2013/09,Canada,Average tenure (months),Construction,Both sexes,86.3
2013/10,Canada,Average tenure (months),Construction,Both sexes,87.7
2013/11,Canada,Average tenure (months),Construction,Both sexes,88.4
2013/12,Canada,Average tenure (months),Construction,Both sexes,92.3
2014/01,Canada,Average tenure (months),Construction,Both sexes,95.7
2014/02,Canada,Average tenure (months),Construction,Both sexes,95.5
2014/03,Canada,Average tenure (months),Construction,Both sexes,95.4
2014/04,Canada,Average tenure (months),Construction,Both sexes,95.7
2014/05,Canada,Average tenure (months),Construction,Both sexes,91.1
2014/06,Canada,Average tenure (months),Construction,Both sexes,89.3
2014/07,Canada,Average tenure (months),Construction,Both sexes,86.9
2014/08,Canada,Average tenure (months),Construction,Both sexes,86.7
2014/09,Canada,Average tenure (months),Construction,Both sexes,89.8
2014/10,Canada,Average tenure (months),Construction,Both sexes,89.9
2014/11,Canada,Average tenure (months),Construction,Both sexes,92.1
2014/12,Canada,Average tenure (months),Construction,Both sexes,93.9
2015/01,Canada,Average tenure (months),Construction,Both sexes,97.5
2010/01,Canada,Average tenure (months),Manufacturing,Both sexes,124.8
2010/02,Canada,Average tenure (months),Manufacturing,Both sexes,126.2
2010/03,Canada,Average tenure (months),Manufacturing,Both sexes,125.8
2010/04,Canada,Average tenure (months),Manufacturing,Both sexes,125.4
2010/05,Canada,Average tenure (months),Manufacturing,Both sexes,124.2
2010/06,Canada,Average tenure (months),Manufacturing,Both sexes,121.4
2010/07,Canada,Average tenure (months),Manufacturing,Both sexes,119.7
2010/08,Canada,Average tenure (months),Manufacturing,Both sexes,119.2
2010/09,Canada,Average tenure (months),Manufacturing,Both sexes,122.4
2010/10,Canada,Average tenure (months),Manufacturing,Both sexes,122.3
2010/11,Canada,Average tenure (months),Manufacturing,Both sexes,121.9
2010/12,Canada,Average tenure (months),Manufacturing,Both sexes,122.9
2011/01,Canada,Average tenure (months),Manufacturing,Both sexes,123.5
2011/02,Canada,Average tenure (months),Manufacturing,Both sexes,123.6
2011/03,Canada,Average tenure (months),Manufacturing,Both sexes,125.4
2011/04,Canada,Average tenure (months),Manufacturing,Both sexes,124.5
2011/05,Canada,Average tenure (months),Manufacturing,Both sexes,123.5
2011/06,Canada,Average tenure (months),Manufacturing,Both sexes,121.4
2011/07,Canada,Average tenure (months),Manufacturing,Both sexes,119.6
2011/08,Canada,Average tenure (months),Manufacturing,Both sexes,118.3
2011/09,Canada,Average tenure (months),Manufacturing,Both sexes,122.8
2011/10,Canada,Average tenure (months),Manufacturing,Both sexes,121.6
2011/11,Canada,Average tenure (months),Manufacturing,Both sexes,122.4
2011/12,Canada,Average tenure (months),Manufacturing,Both sexes,123.1
2012/01,Canada,Average tenure (months),Manufacturing,Both sexes,125.5
2012/02,Canada,Average tenure (months),Manufacturing,Both sexes,126.4
2012/03,Canada,Average tenure (months),Manufacturing,Both sexes,124.7
2012/04,Canada,Average tenure (months),Manufacturing,Both sexes,123.9
2012/05,Canada,Average tenure (months),Manufacturing,Both sexes,120.3
2012/06,Canada,Average tenure (months),Manufacturing,Both sexes,118.0
2012/07,Canada,Average tenure (months),Manufacturing,Both sexes,117.5
2012/08,Canada,Average tenure (months),Manufacturing,Both sexes,118.0
2012/09,Canada,Average tenure (months),Manufacturing,Both sexes,122.8
2012/10,Canada,Average tenure (months),Manufacturing,Both sexes,121.3
2012/11,Canada,Average tenure (months),Manufacturing,Both sexes,122.5
2012/12,Canada,Average tenure (months),Manufacturing,Both sexes,123.5
2013/01,Canada,Average tenure (months),Manufacturing,Both sexes,124.1
2013/02,Canada,Average tenure (months),Manufacturing,Both sexes,125.3
2013/03,Canada,Average tenure (months),Manufacturing,Both sexes,123.8
2013/04,Canada,Average tenure (months),Manufacturing,Both sexes,123.5
2013/05,Canada,Average tenure (months),Manufacturing,Both sexes,122.6
2013/06,Canada,Average tenure (months),Manufacturing,Both sexes,120.2
2013/07,Canada,Average tenure (months),Manufacturing,Both sexes,118.8
2013/08,Canada,Average tenure (months),Manufacturing,Both sexes,120.1
2013/09,Canada,Average tenure (months),Manufacturing,Both sexes,123.1
2013/10,Canada,Average tenure (months),Manufacturing,Both sexes,122.6
2013/11,Canada,Average tenure (months),Manufacturing,Both sexes,124.5
2013/12,Canada,Average tenure (months),Manufacturing,Both sexes,127.7
