Ref_Date,GEO,NAICS,Vector,Coordinate,Value
2001/04,Canada,"Trade (x 1,000)",v4391521,1.9,76377.0
2001/05,Canada,"Trade (x 1,000)",v4391521,1.9,76933.8
2001/06,Canada,"Trade (x 1,000)",v4391521,1.9,77492.4
2001/07,Canada,"Trade (x 1,000)",v4391521,1.9,77693.1
2001/08,Canada,"Trade (x 1,000)",v4391521,1.9,76528.6
2001/09,Canada,"Trade (x 1,000)",v4391521,1.9,78189.5
2001/10,Canada,"Trade (x 1,000)",v4391521,1.9,78575.0
2001/11,Canada,"Trade (x 1,000)",v4391521,1.9,78944.8
2001/12,Canada,"Trade (x 1,000)",v4391521,1.9,78730.5
2002/01,Canada,"Trade (x 1,000)",v4391521,1.9,78260.2
2002/02,Canada,"Trade (x 1,000)",v4391521,1.9,78350.5
2002/03,Canada,"Trade (x 1,000)",v4391521,1.9,78473.1
2002/04,Canada,"Trade (x 1,000)",v4391521,1.9,78338.1
2002/05,Canada,"Trade (x 1,000)",v4391521,1.9,78730.0
2002/06,Canada,"Trade (x 1,000)",v4391521,1.9,78643.3
2002/07,Canada,"Trade (x 1,000)",v4391521,1.9,77650.7
2002/08,Canada,"Trade (x 1,000)",v4391521,1.9,77691.6
2002/09,Canada,"Trade (x 1,000)",v4391521,1.9,77000.8
2002/10,Canada,"Trade (x 1,000)",v4391521,1.9,76168.1
2002/11,Canada,"Trade (x 1,000)",v4391521,1.9,77093.9
2002/12,Canada,"Trade (x 1,000)",v4391521,1.9,77731.3
2003/01,Canada,"Trade (x 1,000)",v4391521,1.9,78072.2
2003/02,Canada,"Trade (x 1,000)",v4391521,1.9,78287.7
2003/03,Canada,"Trade (x 1,000)",v4391521,1.9,78350.3
2003/04,Canada,"Trade (x 1,000)",v4391521,1.9,79836.9
2003/05,Canada,"Trade (x 1,000)",v4391521,1.9,78947.5
2003/06,Canada,"Trade (x 1,000)",v4391521,1.9,78690.4
2003/07,Canada,"Trade (x 1,000)",v4391521,1.9,79387.3
2003/08,Canada,"Trade (x 1,000)",v4391521,1.9,77452.5
2003/09,Canada,"Trade (x 1,000)",v4391521,1.9,80262.7
2003/10,Canada,"Trade (x 1,000)",v4391521,1.9,80541.1
2003/11,Canada,"Trade (x 1,000)",v4391521,1.9,80604.1
2003/12,Canada,"Trade (x 1,000)",v4391521,1.9,80862.1
2004/01,Canada,"Trade (x 1,000)",v4391521,1.9,80672.8
2004/02,Canada,"Trade (x 1,000)",v4391521,1.9,80538.4
2004/03,Canada,"Trade (x 1,000)",v4391521,1.9,81122.9
2004/04,Canada,"Trade (x 1,000)",v4391521,1.9,80226.9
2004/05,Canada,"Trade (x 1,000)",v4391521,1.9,79938.3
2004/06,Canada,"Trade (x 1,000)",v4391521,1.9,80627.6
2004/07,Canada,"Trade (x 1,000)",v4391521,1.9,81636.8
2004/08,Canada,"Trade (x 1,000)",v4391521,1.9,80120.1
2004/09,Canada,"Trade (x 1,000)",v4391521,1.9,82281.4
2004/10,Canada,"Trade (x 1,000)",v4391521,1.9,82325.3
2004/11,Canada,"Trade (x 1,000)",v4391521,1.9,82207.0
2004/12,Canada,"Trade (x 1,000)",v4391521,1.9,81894.8
2005/01,Canada,"Trade (x 1,000)",v4391521,1.9,82874.3
2005/02,Canada,"Trade (x 1,000)",v4391521,1.9,83157.2
2005/03,Canada,"Trade (x 1,000)",v4391521,1.9,83766.2
2005/04,Canada,"Trade (x 1,000)",v4391521,1.9,82600.9
2005/05,Canada,"Trade (x 1,000)",v4391521,1.9,83505.9
2005/06,Canada,"Trade (x 1,000)",v4391521,1.9,83691.1
2005/07,Canada,"Trade (x 1,000)",v4391521,1.9,83167.1
2005/08,Canada,"Trade (x 1,000)",v4391521,1.9,83504.5
2005/09,Canada,"Trade (x 1,000)",v4391521,1.9,83583.6
2005/10,Canada,"Trade (x 1,000)",v4391521,1.9,84036.7
2005/11,Canada,"Trade (x 1,000)",v4391521,1.9,85235.9
2005/12,Canada,"Trade (x 1,000)",v4391521,1.9,85070.3
2006/01,Canada,"Trade (x 1,000)",v4391521,1.9,85203.8
2006/02,Canada,"Trade (x 1,000)",v4391521,1.9,84955.1
2006/03,Canada,"Trade (x 1,000)",v4391521,1.9,85212.2
2006/04,Canada,"Trade (x 1,000)",v4391521,1.9,86015.7
2006/05,Canada,"Trade (x 1,000)",v4391521,1.9,85939.6
2006/06,Canada,"Trade (x 1,000)",v4391521,1.9,83555.4
2006/07,Canada,"Trade (x 1,000)",v4391521,1.9,84299.3
2006/08,Canada,"Trade (x 1,000)",v4391521,1.9,83840.8
2006/09,Canada,"Trade (x 1,000)",v4391521,1.9,84719.6
2006/10,Canada,"Trade (x 1,000)",v4391521,1.9,84482.3
2006/11,Canada,"Trade (x 1,000)",v4391521,1.9,84370.9
2006/12,Canada,"Trade (x 1,000)",v4391521,1.9,84423.5
2007/01,Canada,"Trade (x 1,000)",v4391521,1.9,83774.7
2007/02,Canada,"Trade (x 1,000)",v4391521,1.9,82797.6
2007/03,Canada,"Trade (x 1,000)",v4391521,1.9,84450.3
2007/04,Canada,"Trade (x 1,000)",v4391521,1.9,85356.2
2007/05,Canada,"Trade (x 1,000)",v4391521,1.9,85570.2
2007/06,Canada,"Trade (x 1,000)",v4391521,1.9,86504.9
2007/07,Canada,"Trade (x 1,000)",v4391521,1.9,85991.8
2007/08,Canada,"Trade (x 1,000)",v4391521,1.9,87000.1
2007/09,Canada,"Trade (x 1,000)",v4391521,1.9,85574.1
2007/10,Canada,"Trade (x 1,000)",v4391521,1.9,86983.1
2007/11,Canada,"Trade (x 1,000)",v4391521,1.9,85880.6
2007/12,Canada,"Trade (x 1,000)",v4391521,1.9,86203.1
2008/01,Canada,"Trade (x 1,000)",v4391521,1.9,85594.1
2008/02,Canada,"Trade (x 1,000)",v4391521,1.9,86177.7
2008/03,Canada,"Trade (x 1,000)",v4391521,1.9,85514.4
2008/04,Canada,"Trade (x 1,000)",v4391521,1.9,85596.9
2008/05,Canada,"Trade (x 1,000)",v4391521,1.9,86102.3
2008/06,Canada,"Trade (x 1,000)",v4391521,1.9,85992.0
2008/07,Canada,"Trade (x 1,000)",v4391521,1.9,86574.5
2008/08,Canada,"Trade (x 1,000)",v4391521,1.9,85409.0
2008/09,Canada,"Trade (x 1,000)",v4391521,1.9,85511.2
2008/10,Canada,"Trade (x 1,000)",v4391521,1.9,85146.6
2008/11,Canada,"Trade (x 1,000)",v4391521,1.9,84776.4
2008/12,Canada,"Trade (x 1,000)",v4391521,1.9,83719.6
2009/01,Canada,"Trade (x 1,000)",v4391521,1.9,85589.2
2009/02,Canada,"Trade (x 1,000)",v4391521,1.9,84560.5
2009/03,Canada,"Trade (x 1,000)",v4391521,1.9,84187.5
2009/04,Canada,"Trade (x 1,000)",v4391521,1.9,84134.8
2009/05,Canada,"Trade (x 1,000)",v4391521,1.9,83211.1
2009/06,Canada,"Trade (x 1,000)",v4391521,1.9,82326.8
2009/07,Canada,"Trade (x 1,000)",v4391521,1.9,83394.1
2009/08,Canada,"Trade (x 1,000)",v4391521,1.9,82092.9
2009/09,Canada,"Trade (x 1,000)",v4391521,1.9,82452.4
2009/10,Canada,"Trade (x 1,000)",v4391521,1.9,83148.3
2009/11,Canada,"Trade (x 1,000)",v4391521,1.9,83368.3
2009/12,Canada,"Trade (x 1,000)",v4391521,1.9,83798.6
2010/01,Canada,"Trade (x 1,000)",v4391521,1.9,84864.2
2010/02,Canada,"Trade (x 1,000)",v4391521,1.9,84850.5
2010/03,Canada,"Trade (x 1,000)",v4391521,1.9,84054.0
2010/04,Canada,"Trade (x 1,000)",v4391521,1.9,84752.4
2010/05,Canada,"Trade (x 1,000)",v4391521,1.9,84784.5
2010/06,Canada,"Trade (x 1,000)",v4391521,1.9,85238.5
2010/07,Canada,"Trade (x 1,000)",v4391521,1.9,84574.5
2010/08,Canada,"Trade (x 1,000)",v4391521,1.9,84849.2
2010/09,Canada,"Trade (x 1,000)",v4391521,1.9,85509.7
2010/10,Canada,"Trade (x 1,000)",v4391521,1.9,84467.8
2010/11,Canada,"Trade (x 1,000)",v4391521,1.9,85854.4
2010/12,Canada,"Trade (x 1,000)",v4391521,1.9,85393.8
2011/01,Canada,"Trade (x 1,000)",v4391521,1.9,84246.0
2011/02,Canada,"Trade (x 1,000)",v4391521,1.9,83197.2
2011/03,Canada,"Trade (x 1,000)",v4391521,1.9,84476.6
2011/04,Canada,"Trade (x 1,000)",v4391521,1.9,83791.4
2011/05,Canada,"Trade (x 1,000)",v4391521,1.9,84494.6
2011/06,Canada,"Trade (x 1,000)",v4391521,1.9,84037.2
2011/07,Canada,"Trade (x 1,000)",v4391521,1.9,83769.4
2011/08,Canada,"Trade (x 1,000)",v4391521,1.9,84914.6
2011/09,Canada,"Trade (x 1,000)",v4391521,1.9,85296.4
2011/10,Canada,"Trade (x 1,000)",v4391521,1.9,84964.4
2011/11,Canada,"Trade (x 1,000)",v4391521,1.9,84457.0
2011/12,Canada,"Trade (x 1,000)",v4391521,1.9,84040.3
2012/01,Canada,"Trade (x 1,000)",v4391521,1.9,83507.4
2012/02,Canada,"Trade (x 1,000)",v4391521,1.9,83634.4
2012/03,Canada,"Trade (x 1,000)",v4391521,1.9,84264.3
2012/04,Canada,"Trade (x 1,000)",v4391521,1.9,83518.8
2012/05,Canada,"Trade (x 1,000)",v4391521,1.9,82927.9
2012/06,Canada,"Trade (x 1,000)",v4391521,1.9,83882.8
2012/07,Canada,"Trade (x 1,000)",v4391521,1.9,83291.9
2012/08,Canada,"Trade (x 1,000)",v4391521,1.9,83937.8
2012/09,Canada,"Trade (x 1,000)",v4391521,1.9,83387.0
2012/10,Canada,"Trade (x 1,000)",v4391521,1.9,83585.0
2012/11,Canada,"Trade (x 1,000)",v4391521,1.9,83712.5
2012/12,Canada,"Trade (x 1,000)",v4391521,1.9,84071.9
2013/01,Canada,"Trade (x 1,000)",v4391521,1.9,84950.2
2013/02,Canada,"Trade (x 1,000)",v4391521,1.9,84743.7
2013/03,Canada,"Trade (x 1,000)",v4391521,1.9,84718.4
2013/04,Canada,"Trade (x 1,000)",v4391521,1.9,85402.6
2013/05,Canada,"Trade (x 1,000)",v4391521,1.9,87184.5
2013/06,Canada,"Trade (x 1,000)",v4391521,1.9,86611.7
2013/07,Canada,"Trade (x 1,000)",v4391521,1.9,86412.7
2013/08,Canada,"Trade (x 1,000)",v4391521,1.9,84984.6
2013/09,Canada,"Trade (x 1,000)",v4391521,1.9,86473.5
2013/10,Canada,"Trade (x 1,000)",v4391521,1.9,86963.6
2013/11,Canada,"Trade (x 1,000)",v4391521,1.9,87128.2
2013/12,Canada,"Trade (x 1,000)",v4391521,1.9,86831.7
2014/01,Canada,"Trade (x 1,000)",v4391521,1.9,87024.0
2014/02,Canada,"Trade (x 1,000)",v4391521,1.9,87815.4
2014/03,Canada,"Trade (x 1,000)",v4391521,1.9,86931.6
2014/04,Canada,"Trade (x 1,000)",v4391521,1.9,87644.0
2014/05,Canada,"Trade (x 1,000)",v4391521,1.9,85981.6
2014/06,Canada,"Trade (x 1,000)",v4391521,1.9,85715.9
2014/07,Canada,"Trade (x 1,000)",v4391521,1.9,85872.6
2014/08,Canada,"Trade (x 1,000)",v4391521,1.9,85370.1
2014/09,Canada,"Trade (x 1,000)",v4391521,1.9,85265.8
2014/10,Canada,"Trade (x 1,000)",v4391521,1.9,85891.5
2014/11,Canada,"Trade (x 1,000)",v4391521,1.9,84964.0
2014/12,Canada,"Trade (x 1,000)",v4391521,1.9,85507.7
2015/01,Canada,"Trade (x 1,000)",v4391521,1.9,86221.7
1987/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23565.1
1987/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23443.0
1987/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23793.9
1987/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23738.7
1987/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24137.2
1987/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24187.1
1987/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23787.8
1987/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24358.7
1987/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24835.8
1987/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24269.7
1987/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24697.6
1987/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24074.5
1988/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24132.9
1988/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24768.1
1988/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24740.8
1988/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24762.2
1988/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24668.0
1988/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24931.2
1988/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25009.7
1988/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24971.1
1988/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24948.5
1988/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25027.1
1988/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24797.1
1988/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24922.5
1989/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25239.8
1989/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25212.4
1989/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25257.1
1989/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25450.2
1989/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25042.0
1989/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25305.9
1989/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25328.5
1989/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25416.4
1989/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25317.0
1989/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25261.6
1989/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24682.6
1989/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25550.7
1990/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24067.2
1990/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24499.3
1990/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24534.3
1990/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24616.2
1990/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24480.6
1990/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24327.7
1990/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24075.9
1990/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24011.0
1990/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24386.0
1990/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23346.1
1990/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24023.9
1990/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23973.8
1991/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24085.7
1991/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23890.8
1991/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23716.9
1991/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23356.7
1991/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22977.7
1991/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23879.0
1991/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22943.0
1991/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22850.1
1991/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22638.9
1991/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22688.0
1991/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22798.5
1991/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22682.9
1992/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22648.9
1992/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22645.7
1992/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22739.7
1992/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22531.4
1992/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22704.8
1992/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22363.4
1992/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22739.7
1992/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22653.8
1992/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22515.9
1992/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22646.1
1992/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22739.9
1992/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22732.9
1993/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22361.7
1993/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22650.8
1993/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22570.7
1993/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22911.1
1993/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,22962.8
1993/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23122.9
1993/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23598.8
1993/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23708.9
1993/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24034.8
1993/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24008.0
1993/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24096.0
1993/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,23623.7
1994/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24366.9
1994/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24247.7
1994/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24301.5
1994/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24176.6
1994/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24517.2
1994/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24841.5
1994/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24100.7
1994/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25026.5
1994/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25001.6
1994/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25269.8
1994/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25527.5
1994/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25579.2
1995/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25335.0
1995/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25349.6
1995/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24710.5
1995/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25905.9
1995/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25495.9
1995/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25250.3
1995/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24918.3
1995/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24938.0
1995/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25133.1
1995/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24877.8
1995/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,24991.7
1995/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25944.6
1996/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25551.8
1996/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25574.2
1996/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25357.5
1996/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25299.8
1996/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25490.2
1996/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26111.9
1996/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26133.0
1996/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26177.0
1996/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25282.0
1996/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26065.7
1996/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25950.3
1996/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25589.9
1997/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25345.0
1997/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25399.8
1997/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25864.3
1997/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25743.8
1997/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,25979.2
1997/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26330.5
1997/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26529.6
1997/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27348.9
1997/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26940.7
1997/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26659.4
1997/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26995.8
1997/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27176.9
1998/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27417.7
1998/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27801.4
1998/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27643.6
1998/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27686.4
1998/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27508.5
1998/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26971.7
1998/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26792.3
1998/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,26915.5
1998/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27718.3
1998/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28147.5
1998/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27307.2
1998/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27369.6
1999/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27386.1
1999/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27304.5
1999/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,27922.6
1999/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28225.4
1999/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28434.7
1999/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28481.7
1999/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28745.3
1999/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28615.0
1999/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28728.9
1999/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29018.3
1999/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29255.8
1999/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29420.6
2000/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29322.9
2000/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29691.3
2000/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29712.5
2000/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29488.2
2000/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29331.7
2000/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29696.0
2000/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29691.6
2000/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29751.4
2000/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29372.4
2000/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29916.2
2000/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,30076.3
2000/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,30249.0
2001/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29867.7
2001/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,30211.9
2001/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29758.4
2001/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29904.4
2001/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,30082.5
2001/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29419.7
2001/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29149.0
2001/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,30179.5
2001/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29244.6
2001/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29615.9
2001/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28470.1
2001/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28984.6
2002/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28399.9
2002/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28396.9
2002/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28368.9
2002/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29005.2
2002/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28461.6
2002/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28733.8
2002/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29662.2
2002/08,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29120.0
2002/09,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29428.0
2002/10,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28850.4
2002/11,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29221.7
2002/12,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29297.4
2003/01,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29749.7
2003/02,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29864.6
2003/03,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29828.1
2003/04,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29565.4
2003/05,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29358.8
2003/06,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,29381.2
2003/07,Canada,"Transportation and warehousing (x 1,000)",v4391523,1.10,28938.6
